,Unnamed: 0,DateTime,posX,posY,posZ,rotX,rotY,rotZ,taskState,mapInteractions,participant,scenario,start_point,state,phase,routename,taskId,lockscreen,combination
67712,67712,2023-10-05 11:09:59.986,-484.4167,1.295,-1046.43,0,95.6093,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67713,67713,2023-10-05 11:10:00.506,-484.2196,1.295,-1046.447,0,93.77628,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67714,67714,2023-10-05 11:10:01.021,-484.1373,1.295,-1046.451,0,85.10677,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67715,67715,2023-10-05 11:10:01.532,-484.1373,1.295,-1046.451,0,76.43726,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67716,67716,2023-10-05 11:10:02.060,-484.1373,1.295,-1046.451,0,67.42777,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67717,67717,2023-10-05 11:10:02.587,-484.1373,1.295,-1046.451,0,58.41829,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67718,67718,2023-10-05 11:10:03.112,-484.1373,1.295,-1046.451,0,49.5788,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67719,67719,2023-10-05 11:10:03.624,-484.1373,1.295,-1046.451,0,40.90927,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67720,67720,2023-10-05 11:10:04.134,-484.1373,1.295,-1046.451,0,32.23974,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67721,67721,2023-10-05 11:10:04.644,-484.1373,1.295,-1046.451,0,23.57013,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67722,67722,2023-10-05 11:10:05.170,-483.8295,1.305,-1045.527,0,14.56054,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67723,67723,2023-10-05 11:10:05.687,-483.7841,1.305,-1045.332,0,5.720938,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67724,67724,2023-10-05 11:10:06.208,-483.4683,1.2409,-1044.54,0,356.8815,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67725,67725,2023-10-05 11:10:06.712,-483.5815,1.305,-1043.556,0,348.3824,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67726,67726,2023-10-05 11:10:07.216,-483.7086,1.305,-1043.078,0,339.7132,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67727,67727,2023-10-05 11:10:07.725,-483.8366,1.305,-1042.798,0,331.2141,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67728,67728,2023-10-05 11:10:08.230,-484.0193,1.305,-1042.519,0,322.5449,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67729,67729,2023-10-05 11:10:08.747,-484.2573,1.305,-1042.253,0,313.7057,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67730,67730,2023-10-05 11:10:09.253,-484.5223,1.305,-1042.035,0,305.2066,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67731,67731,2023-10-05 11:10:09.771,-484.8432,1.304999,-1041.844,0,296.3675,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67732,67732,2023-10-05 11:10:10.299,-485.205,1.304999,-1041.699,0,287.3584,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67733,67733,2023-10-05 11:10:10.362,-485.2471,1.304999,-1041.686,0,286.3385,0,,mapLog:isScreenLocked+True,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67734,67734,2023-10-05 11:10:10.807,-485.5804,1.304999,-1041.612,0,278.6893,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67735,67735,2023-10-05 11:10:11.309,-485.9487,1.304999,-1041.582,0,270.3708,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67736,67736,2023-10-05 11:10:11.828,-486.1646,1.304999,-1041.588,0,267.1323,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67737,67737,2023-10-05 11:10:12.347,-486.7845,1.304999,-1041.619,0,267.1323,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67738,67738,2023-10-05 11:10:12.866,-488.3429,1.304999,-1041.695,0,267.1323,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67739,67739,2023-10-05 11:10:13.382,-489.2905,1.304999,-1041.742,0,267.1323,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67740,67740,2023-10-05 11:10:13.900,-489.2906,1.304999,-1041.742,0,267.1323,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67741,67741,2023-10-05 11:10:14.415,-489.5964,1.304999,-1041.758,0,267.1323,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67742,67742,2023-10-05 11:10:14.932,-491.0426,1.304999,-1041.818,0,268.1381,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67743,67743,2023-10-05 11:10:15.459,-492.6335,1.304999,-1041.821,0,273.0085,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67744,67744,2023-10-05 11:10:15.980,-494.1399,1.304999,-1041.638,0,279.4774,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67745,67745,2023-10-05 11:10:16.488,-495.2978,1.304999,-1041.464,0,275.4847,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67746,67746,2023-10-05 11:10:17.000,-496.7776,1.304999,-1041.43,0,267.8383,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67747,67747,2023-10-05 11:10:17.510,-498.303,1.304999,-1041.553,0,263.2207,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67748,67748,2023-10-05 11:10:18.031,-499.847,1.304999,-1041.779,0,260.3983,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67749,67749,2023-10-05 11:10:18.543,-501.3367,1.304999,-1042.09,0,260.1693,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67750,67750,2023-10-05 11:10:19.048,-502.8464,1.304999,-1042.352,0,260.1693,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67751,67751,2023-10-05 11:10:19.561,-504.3561,1.305,-1042.613,0,260.1693,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67752,67752,2023-10-05 11:10:20.073,-505.8658,1.305,-1042.875,0,260.1693,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67753,67753,2023-10-05 11:10:20.578,-507.3755,1.305,-1043.136,0,260.1693,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67754,67754,2023-10-05 11:10:21.082,-508.8556,1.305,-1043.393,0,260.1693,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67755,67755,2023-10-05 11:10:21.594,-510.3551,1.305,-1043.698,0,254.6774,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67756,67756,2023-10-05 11:10:22.111,-511.8233,1.305,-1044.223,0,245.8374,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67757,67757,2023-10-05 11:10:22.624,-513.1677,1.305,-1044.95,0,237.1676,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67758,67758,2023-10-05 11:10:23.129,-514.3871,1.305,-1045.871,0,228.4977,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67759,67759,2023-10-05 11:10:23.653,-515.4726,1.305,-1046.99,0,219.6578,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67760,67760,2023-10-05 11:10:24.179,-516.3892,1.305,-1048.287,0,210.7482,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67761,67761,2023-10-05 11:10:24.699,-517.1406,1.305,-1049.609,0,209.4377,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,1,28_1_3.0
67762,67762,2023-10-05 11:10:25.088,-517.7166,1.305,-1050.628,0,209.4377,0,,mapLog:isScreenLocked+False,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67763,67763,2023-10-05 11:10:25.205,-517.8791,1.305,-1050.915,0,209.4377,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67764,67764,2023-10-05 11:10:25.723,-518.1633,1.305,-1051.419,0,209.4377,0,,,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67765,67765,2023-10-05 11:10:25.859,-518.1633,1.305,-1051.419,0,209.4377,0,,mapLog:positionXYZ+-517.8791+100+-1050.915,28,1,s,,navigation,s_to_Apéro Café,3.0,0,28_1_3.0
67766,67766,2023-10-05 11:10:25.887,-518.1633,1.305,-1051.419,0,209.4377,0,checkedIn:Apéro Café,,28,1,s,end,navigation,,3.0,0,28_1_3.0
85535,85535,2023-10-06 11:06:48.142,-114.6786,1.305,-1018.694,0,275.7198,0,setNavigationTarget:Uncle Sammy,,32,1,e,start,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85536,85536,2023-10-06 11:06:48.143,-114.6786,1.305,-1018.694,0,275.7198,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85537,85537,2023-10-06 11:06:48.174,-114.6786,1.305,-1018.694,0,275.7198,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Uncle Sammy,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85538,85538,2023-10-06 11:06:48.205,-114.6786,1.305,-1018.695,0,275.7198,0,,mapLog:positionXYZ+-114.881+100.0101+-1019.545,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85539,85539,2023-10-06 11:06:48.237,-114.6786,1.305,-1018.695,0,275.7198,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85540,85540,2023-10-06 11:06:48.741,-114.6781,1.305,-1018.701,0,274.6355,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85541,85541,2023-10-06 11:06:49.243,-114.6777,1.305,-1018.707,0,267.0488,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85542,85542,2023-10-06 11:06:49.771,-114.6773,1.305,-1018.714,0,258.2207,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85543,85543,2023-10-06 11:06:50.287,-114.6768,1.305,-1018.72,0,249.381,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85544,85544,2023-10-06 11:06:50.799,-114.7027,1.305,-1018.74,0,240.7111,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85545,85545,2023-10-06 11:06:51.319,-115.6257,1.305,-1019.375,0,232.8066,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85546,85546,2023-10-06 11:06:51.840,-116.8055,1.305,-1020.398,0,225.0903,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85547,85547,2023-10-06 11:06:52.369,-117.8438,1.304999,-1021.605,0,216.5738,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85548,85548,2023-10-06 11:06:52.878,-118.6745,1.305,-1022.887,0,209.2758,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85549,85549,2023-10-06 11:06:53.389,-119.2794,1.28892,-1024.144,0,202.0732,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85550,85550,2023-10-06 11:06:53.890,-119.7518,1.155,-1025.472,0,197.8585,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85551,85551,2023-10-06 11:06:54.392,-120.2136,1.155,-1026.933,0,197.5477,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85552,85552,2023-10-06 11:06:54.925,-120.6887,1.155,-1028.454,0,196.833,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85553,85553,2023-10-06 11:06:55.441,-121.0856,1.155,-1029.935,0,192.7586,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85554,85554,2023-10-06 11:06:55.948,-121.3656,1.155,-1031.444,0,188.2929,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85555,85555,2023-10-06 11:06:56.468,-121.5314,1.155,-1032.999,0,183.9244,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85556,85556,2023-10-06 11:06:56.989,-121.591,1.155,-1034.564,0,180.75,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85557,85557,2023-10-06 11:06:57.522,-121.5891,1.155,-1036.191,0,179.5546,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85558,85558,2023-10-06 11:06:58.026,-121.5769,1.155,-1037.698,0,179.5546,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85559,85559,2023-10-06 11:06:58.532,-121.5548,1.155,-1039.204,0,178.5699,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85560,85560,2023-10-06 11:06:58.630,-121.5466,1.155,-1039.505,0,178.2922,0,,mapLog:isScreenLocked+True,32,1,e,,navigation,e_to_Uncle Sammy,4.0,1,32_1_4.0
85561,85561,2023-10-06 11:06:59.035,-121.4906,1.304999,-1040.676,0,176.2287,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,1,32_1_4.0
85562,85562,2023-10-06 11:06:59.125,-121.4717,1.304999,-1040.945,0,175.6778,0,,mapLog:isScreenLocked+False,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85563,85563,2023-10-06 11:06:59.545,-121.3889,1.304999,-1041.84,0,173.4446,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85564,85564,2023-10-06 11:07:00.064,-121.3852,1.304999,-1041.871,0,173.0843,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85565,85565,2023-10-06 11:07:00.580,-121.3852,1.304999,-1041.871,0,173.0843,0,,,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85566,85566,2023-10-06 11:07:00.732,-121.3852,1.304999,-1041.871,0,173.0843,0,,mapLog:positionXYZ+-121.3852+100.0101+-1041.871,32,1,e,,navigation,e_to_Uncle Sammy,4.0,0,32_1_4.0
85567,85567,2023-10-06 11:07:00.762,-121.3852,1.304999,-1041.871,0,173.0843,0,checkedIn:Uncle Sammy,,32,1,e,end,navigation,,4.0,0,32_1_4.0
93098,93098,2023-10-06 15:03:05.972,-321.3233,1.304997,-1050.575,0,218.5446,0,setNavigationTarget:Coop,,33,4,e,start,navigation,e_to_Coop,4.0,0,33_4_4.0
93099,93099,2023-10-06 15:03:05.973,-321.3233,1.304997,-1050.575,0,218.5446,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93100,93100,2023-10-06 15:03:06.088,-321.3233,1.304997,-1050.575,0,218.2675,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Coop,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93101,93101,2023-10-06 15:03:06.206,-321.3233,1.304997,-1050.575,0,217.9796,0,,mapLog:positionXYZ+-321.906+100+-1051.425,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93102,93102,2023-10-06 15:03:06.215,-321.3233,1.304997,-1050.575,0,217.9796,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93103,93103,2023-10-06 15:03:06.822,-322.0342,1.304997,-1050.577,0,218.5203,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93104,93104,2023-10-06 15:03:07.328,-322.5192,1.304996,-1050.577,0,223.3253,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93105,93105,2023-10-06 15:03:07.928,-323.3651,1.304995,-1050.578,0,226.1893,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93106,93106,2023-10-06 15:03:08.516,-324.2309,1.305088,-1050.59,0,226.7846,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93107,93107,2023-10-06 15:03:09.118,-325.6109,1.304997,-1051.688,0,226.7846,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93108,93108,2023-10-06 15:03:09.718,-326.6065,1.304997,-1052.613,0,229.4714,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93109,93109,2023-10-06 15:03:10.300,-327.558,1.304997,-1053.325,0,236.8957,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93110,93110,2023-10-06 15:03:10.918,-328.5411,1.304997,-1053.825,0,240.7557,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93111,93111,2023-10-06 15:03:11.492,-329.4346,1.304997,-1054.313,0,241.8854,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93112,93112,2023-10-06 15:03:12.099,-330.3315,1.304997,-1054.786,0,242.6532,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93113,93113,2023-10-06 15:03:12.682,-331.4375,1.304997,-1055.301,0,248.9108,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93114,93114,2023-10-06 15:03:13.257,-332.9695,1.304997,-1055.755,0,257.986,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93115,93115,2023-10-06 15:03:13.809,-334.2955,1.304997,-1055.954,0,265.0892,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93116,93116,2023-10-06 15:03:14.367,-335.4327,1.304997,-1055.996,0,270.8413,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93117,93117,2023-10-06 15:03:14.894,-335.8011,1.304997,-1055.981,0,279.104,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93118,93118,2023-10-06 15:03:15.469,-335.9899,1.305,-1055.92,0,288.5034,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93119,93119,2023-10-06 15:03:16.039,-337.6052,1.305,-1055.361,0,289.3622,0,,mapLog:isScreenLocked+True,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93120,93120,2023-10-06 15:03:16.048,-337.6052,1.305,-1055.361,0,289.3622,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93121,93121,2023-10-06 15:03:16.621,-338.0302,1.305,-1055.207,0,296.4102,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93122,93122,2023-10-06 15:03:17.233,-338.5742,1.305,-1054.855,0,306.4251,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93123,93123,2023-10-06 15:03:17.821,-339.832,1.305,-1053.759,0,315.2964,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93124,93124,2023-10-06 15:03:18.434,-340.9397,1.311527,-1052.424,0,317.489,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93125,93125,2023-10-06 15:03:19.019,-340.9412,1.298987,-1051.497,0,318.6886,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93126,93126,2023-10-06 15:03:19.588,-340.9411,1.304027,-1050.263,0,318.6886,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93127,93127,2023-10-06 15:03:20.185,-341.4661,1.304636,-1048.881,0,310.6864,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93128,93128,2023-10-06 15:03:20.767,-342.9006,1.305,-1047.848,0,300.6573,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93129,93129,2023-10-06 15:03:21.352,-344.4644,1.305,-1047.09,0,291.3781,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93130,93130,2023-10-06 15:03:21.922,-346.1087,1.305,-1046.521,0,287.8995,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93131,93131,2023-10-06 15:03:22.491,-347.7351,1.304995,-1045.993,0,287.8995,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93132,93132,2023-10-06 15:03:23.014,-349.2189,1.304997,-1045.51,0,287.8995,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93133,93133,2023-10-06 15:03:23.527,-350.7177,1.304997,-1045.08,0,282.7998,0,,,33,4,e,,navigation,e_to_Coop,4.0,1,33_4_4.0
93134,93134,2023-10-06 15:03:24.047,-351.3632,1.304996,-1044.51,0,276.9168,0,,mapLog:isScreenLocked+False,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93135,93135,2023-10-06 15:03:24.054,-351.3632,1.304996,-1044.51,0,276.9168,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93136,93136,2023-10-06 15:03:24.610,-351.392,1.304996,-1044.455,0,273.1454,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93137,93137,2023-10-06 15:03:25.129,-351.3928,1.304996,-1044.453,0,270.9184,0,,mapLog:positionXYZ+-351.392+100+-1044.455,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93138,93138,2023-10-06 15:03:25.135,-351.3928,1.304996,-1044.453,0,270.9184,0,,,33,4,e,,navigation,e_to_Coop,4.0,0,33_4_4.0
93139,93139,2023-10-06 15:03:25.242,-351.3928,1.304996,-1044.453,0,270.4631,0,checkedIn:Coop,,33,4,e,end,navigation,,4.0,0,33_4_4.0
96947,96947,2023-10-06 16:45:44.354,-357.3588,1.305,-848.3831,0,190.7722,0,setNavigationTarget:Cupcake Café,,34,3,n,start,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96948,96948,2023-10-06 16:45:44.355,-357.3588,1.305,-848.3831,0,190.7722,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96949,96949,2023-10-06 16:45:44.415,-357.3794,1.305,-848.4016,0,191.0248,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Cupcake Café,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96950,96950,2023-10-06 16:45:44.477,-357.392,1.305,-848.4114,0,191.2135,0,,mapLog:positionXYZ+-357.9109+100+-848.4791,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96951,96951,2023-10-06 16:45:44.687,-357.3984,1.305,-848.4155,0,191.9257,0,,,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96952,96952,2023-10-06 16:45:45.240,-357.4029,1.305,-848.4335,0,193.9386,0,,,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96953,96953,2023-10-06 16:45:45.797,-357.7687,1.305,-849.8494,0,194.6185,0,,,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96954,96954,2023-10-06 16:45:46.319,-358.1496,1.305,-851.3113,0,194.6185,0,,,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96955,96955,2023-10-06 16:45:46.857,-358.549,1.305,-852.8434,0,194.6185,0,,,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96956,96956,2023-10-06 16:45:47.391,-358.9244,1.305,-854.2853,0,194.6185,0,,,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96957,96957,2023-10-06 16:45:47.912,-359.2809,1.349873,-855.7875,0,194.6185,0,,,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96958,96958,2023-10-06 16:45:48.440,-359.5407,1.474503,-857.0248,0,194.6185,0,,,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96959,96959,2023-10-06 16:45:48.974,-359.5407,1.474503,-857.0248,0,196.2579,0,,,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96960,96960,2023-10-06 16:45:49.236,-359.5407,1.474503,-857.0248,0,196.9333,0,,mapLog:positionXYZ+-359.5407+100+-857.0248,34,3,n,,navigation,n_to_Cupcake Café,4.0,0,34_3_4.0
96961,96961,2023-10-06 16:45:49.301,-359.5407,1.474503,-857.0248,0,197.0796,0,checkedIn:Cupcake Café,,34,3,n,end,navigation,,4.0,0,34_3_4.0
98029,98029,2023-10-06 17:10:51.218,-345.8831,1.305,-1046.775,0,273.1349,0,setNavigationTarget:Coop,,34,4,e,start,navigation,e_to_Coop,4.0,0,34_4_4.0
98030,98030,2023-10-06 17:10:51.219,-345.8831,1.305,-1046.775,0,273.1349,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98031,98031,2023-10-06 17:10:51.288,-345.8831,1.305,-1046.775,0,273.1349,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Coop,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98032,98032,2023-10-06 17:10:51.355,-345.8831,1.305,-1046.775,0,273.1349,0,,mapLog:positionXYZ+-345.933+99.99936+-1046.86,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98033,98033,2023-10-06 17:10:51.426,-345.8831,1.305,-1046.775,0,273.1349,0,,,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98034,98034,2023-10-06 17:10:51.976,-345.8983,1.305,-1046.774,0,273.1349,0,,,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98035,98035,2023-10-06 17:10:52.518,-346.9205,1.305,-1046.721,0,273.1349,0,,,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98036,98036,2023-10-06 17:10:53.051,-348.5088,1.305,-1046.637,0,273.1289,0,,,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98037,98037,2023-10-06 17:10:53.579,-350.0971,1.305,-1046.552,0,273.088,0,,,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98038,98038,2023-10-06 17:10:54.111,-351.6854,1.305,-1046.468,0,273.088,0,,,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98039,98039,2023-10-06 17:10:54.628,-352.1927,1.305,-1046.441,0,273.088,0,,,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98040,98040,2023-10-06 17:10:54.929,-352.1927,1.305,-1046.441,0,273.088,0,,mapLog:positionXYZ+-352.1927+99.99936+-1046.441,34,4,e,,navigation,e_to_Coop,4.0,0,34_4_4.0
98041,98041,2023-10-06 17:10:54.980,-352.1927,1.305,-1046.441,0,273.088,0,checkedIn:Coop,,34,4,e,end,navigation,,4.0,0,34_4_4.0
