,Unnamed: 0,DateTime,posX,posY,posZ,rotX,rotY,rotZ,taskState,mapInteractions,participant,scenario,start_point,state,phase,routename,taskId,lockscreen,combination
33764,33764,2023-09-28 16:50:20.742,-759.4417,1.155,-1120.909,0,351.9867,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33765,33765,2023-09-28 16:50:21.249,-759.6992,1.155,-1119.401,0,348.5437,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33766,33766,2023-09-28 16:50:21.754,-759.9943,1.304951,-1117.976,0,344.5257,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33767,33767,2023-09-28 16:50:22.270,-760.4641,1.304999,-1116.489,0,340.389,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33768,33768,2023-09-28 16:50:22.790,-761.028,1.305,-1115.035,0,337.9597,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33769,33769,2023-09-28 16:50:23.311,-761.612,1.305,-1113.587,0,337.9597,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33770,33770,2023-09-28 16:50:23.838,-762.2072,1.305,-1112.112,0,337.9597,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33771,33771,2023-09-28 16:50:24.365,-762.7912,1.305,-1110.665,0,337.9597,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33772,33772,2023-09-28 16:50:24.891,-763.3864,1.305,-1109.19,0,337.9597,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33773,33773,2023-09-28 16:50:25.410,-763.8151,1.397474,-1108.045,0,337.8462,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33774,33774,2023-09-28 16:50:25.923,-763.8298,1.400212,-1108.007,0,337.8462,0,,,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33775,33775,2023-09-28 16:50:26.167,-763.8298,1.400212,-1108.007,0,337.8462,0,,mapLog:positionXYZ+-763.8298+99.99998+-1108.007,19,2,s,,navigation,s_to_Colonial Church,4.0,0,19_2_4.0
33776,33776,2023-09-28 16:50:26.222,-763.8298,1.400212,-1108.007,0,337.8462,0,checkedIn:Colonial Church,,19,2,s,end,navigation,,4.0,0,19_2_4.0
37326,37326,2023-09-29 09:26:43.569,-81.99969,1.304997,-1044.691,0,88.65029,0,setNavigationTarget:Dragon,,20,2,e,start,navigation,e_to_Dragon,4.0,0,20_2_4.0
37327,37327,2023-09-29 09:26:43.570,-81.99969,1.304997,-1044.691,0,88.65029,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37328,37328,2023-09-29 09:26:43.585,-81.93967,1.304997,-1044.689,0,88.65029,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Dragon,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37329,37329,2023-09-29 09:26:43.600,-81.90967,1.304997,-1044.689,0,88.65029,0,,mapLog:positionXYZ+-84.37609+99.96793+-1043.923,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37330,37330,2023-09-29 09:26:43.972,-80.76939,1.304997,-1044.661,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37331,37331,2023-09-29 09:26:44.485,-79.23899,1.304997,-1044.624,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37332,37332,2023-09-29 09:26:44.988,-77.73859,1.304997,-1044.588,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37333,37333,2023-09-29 09:26:45.493,-76.20818,1.304997,-1044.55,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37334,37334,2023-09-29 09:26:46.004,-74.67768,1.304997,-1044.514,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37335,37335,2023-09-29 09:26:46.511,-73.17718,1.304997,-1044.478,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37336,37336,2023-09-29 09:26:47.016,-71.6467,1.304997,-1044.44,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37337,37337,2023-09-29 09:26:47.533,-70.0862,1.304997,-1044.403,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37338,37338,2023-09-29 09:26:48.034,-68.58565,1.304997,-1044.367,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37339,37339,2023-09-29 09:26:48.549,-67.05511,1.304997,-1044.33,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37340,37340,2023-09-29 09:26:49.055,-65.5246,1.304997,-1044.294,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37341,37341,2023-09-29 09:26:49.558,-64.02406,1.304997,-1044.258,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37342,37342,2023-09-29 09:26:50.068,-62.49348,1.304997,-1044.221,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37343,37343,2023-09-29 09:26:50.580,-60.9628,1.304997,-1044.186,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37344,37344,2023-09-29 09:26:51.089,-59.43205,1.304997,-1044.148,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37345,37345,2023-09-29 09:26:51.595,-57.92728,1.304997,-1044.112,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37346,37346,2023-09-29 09:26:52.099,-56.49432,1.304997,-1044.082,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37347,37347,2023-09-29 09:26:52.603,-54.96346,1.304997,-1044.045,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37348,37348,2023-09-29 09:26:53.109,-53.46259,1.304997,-1044.009,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37349,37349,2023-09-29 09:26:53.620,-51.93175,1.304997,-1043.973,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37350,37350,2023-09-29 09:26:53.973,-50.85108,1.304997,-1043.947,0,88.65029,0,,mapLog:isScreenLocked+True,20,2,e,,navigation,e_to_Dragon,4.0,1,20_2_4.0
37351,37351,2023-09-29 09:26:54.131,-50.40079,1.304997,-1043.936,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,1,20_2_4.0
37352,37352,2023-09-29 09:26:54.640,-48.86995,1.304997,-1043.899,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,1,20_2_4.0
37353,37353,2023-09-29 09:26:55.156,-47.30902,1.304997,-1043.862,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,1,20_2_4.0
37354,37354,2023-09-29 09:26:55.673,-45.74805,1.304997,-1043.824,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,1,20_2_4.0
37355,37355,2023-09-29 09:26:56.080,-44.9967,1.304997,-1043.81,0,88.65029,0,,mapLog:isScreenLocked+False,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37356,37356,2023-09-29 09:26:56.187,-44.92247,1.304997,-1043.809,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37357,37357,2023-09-29 09:26:56.700,-44.78619,1.304997,-1043.809,0,88.65029,0,,,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37358,37358,2023-09-29 09:26:56.948,-44.7347,1.304997,-1043.809,0,88.65029,0,,mapLog:positionXYZ+-44.78619+99.96793+-1043.809,20,2,e,,navigation,e_to_Dragon,4.0,0,20_2_4.0
37359,37359,2023-09-29 09:26:56.966,-44.73042,1.304997,-1043.809,0,88.65029,0,checkedIn:Dragon,,20,2,e,end,navigation,,4.0,0,20_2_4.0
37868,37868,2023-09-29 09:18:26.049,-707.5235,1.305,-1021.249,0,88.0919,0,setNavigationTarget:Migros,,20,3,s,start,navigation,s_to_Migros,3.0,0,20_3_3.0
37869,37869,2023-09-29 09:18:26.050,-707.5235,1.305,-1021.249,0,88.0919,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37870,37870,2023-09-29 09:18:26.107,-707.5176,1.305,-1021.249,0,88.0919,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Migros,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37871,37871,2023-09-29 09:18:26.168,-707.5118,1.305,-1021.249,0,88.0919,0,,mapLog:positionXYZ+-707.5236+100.0052+-1021.776,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37872,37872,2023-09-29 09:18:26.415,-707.2953,1.305,-1021.242,0,88.0919,0,,,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37873,37873,2023-09-29 09:18:26.959,-706.1743,1.305,-1021.203,0,87.33961,0,,,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37874,37874,2023-09-29 09:18:27.495,-704.589,1.305,-1021.086,0,83.59019,0,,,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37875,37875,2023-09-29 09:18:28.017,-703.0479,1.305,-1020.851,0,78.23382,0,,,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37876,37876,2023-09-29 09:18:28.521,-701.576,1.305,-1020.439,0,69.98717,0,,,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37877,37877,2023-09-29 09:18:29.059,-700.3562,1.305,-1019.926,0,65.60258,0,,,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37878,37878,2023-09-29 09:18:29.628,-700.2307,1.305,-1019.87,0,65.8487,0,,,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37879,37879,2023-09-29 09:18:30.143,-700.2307,1.305,-1019.87,0,67.46458,0,,mapLog:positionXYZ+-700.2307+100.0052+-1019.87,20,3,s,,navigation,s_to_Migros,3.0,0,20_3_3.0
37880,37880,2023-09-29 09:18:30.143,-700.2307,1.305,-1019.87,0,67.46458,0,checkedIn:Migros,,20,3,s,end,navigation,,3.0,0,20_3_3.0
37915,37915,2023-09-29 09:18:41.693,-699.6083,1.305,-1019.644,0,159.404,0,setNavigationTarget:Family Café,,20,3,s,start,navigation,s_to_Family Café,4.0,0,20_3_4.0
37916,37916,2023-09-29 09:18:41.760,-699.6083,1.305,-1019.644,0,160.594,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37917,37917,2023-09-29 09:18:41.761,-699.6083,1.305,-1019.644,0,160.594,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Family Café,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37918,37918,2023-09-29 09:18:41.829,-699.6061,1.305,-1019.651,0,161.784,0,,mapLog:positionXYZ+-694.7531+100.0052+-1016.47,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37919,37919,2023-09-29 09:18:42.035,-699.5963,1.305,-1019.687,0,165.1839,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37920,37920,2023-09-29 09:18:42.574,-699.3848,1.305,-1020.943,0,174.2515,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37921,37921,2023-09-29 09:18:43.103,-699.3223,1.305,-1022.291,0,179.2053,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37922,37922,2023-09-29 09:18:43.630,-699.304,1.305,-1023.434,0,178.9998,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37923,37923,2023-09-29 09:18:44.156,-699.2771,1.305,-1024.952,0,178.9998,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37924,37924,2023-09-29 09:18:44.683,-699.1434,1.304999,-1026.508,0,179.1473,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37925,37925,2023-09-29 09:18:45.199,-699.2,1.304999,-1028.036,0,186.3221,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37926,37926,2023-09-29 09:18:45.726,-699.4916,1.155,-1029.598,0,194.4816,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37927,37927,2023-09-29 09:18:46.269,-699.9694,1.155,-1031.145,0,199.7114,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37928,37928,2023-09-29 09:18:46.807,-700.5803,1.155,-1032.645,0,204.476,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37929,37929,2023-09-29 09:18:47.336,-701.0126,1.155,-1033.58,0,207.8376,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37930,37930,2023-09-29 09:18:47.864,-701.0126,1.155,-1033.58,0,215.8623,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37931,37931,2023-09-29 09:18:48.391,-701.5688,1.155,-1034.244,0,221.9567,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37932,37932,2023-09-29 09:18:48.896,-702.5984,1.155,-1035.312,0,225.2267,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37933,37933,2023-09-29 09:18:49.399,-703.6547,1.155,-1036.359,0,225.2267,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37934,37934,2023-09-29 09:18:49.957,-704.8263,1.155,-1037.521,0,225.2267,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37935,37935,2023-09-29 09:18:50.518,-706.0192,1.155,-1038.703,0,225.2267,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37936,37936,2023-09-29 09:18:51.028,-707.1055,1.2556,-1039.729,0,225.2904,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37937,37937,2023-09-29 09:18:51.573,-708.2849,1.304999,-1040.873,0,226.5734,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37938,37938,2023-09-29 09:18:52.103,-709.4745,1.304999,-1041.927,0,231.4155,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37939,37939,2023-09-29 09:18:52.212,-709.7355,1.305,-1042.129,0,233.2854,0,,mapLog:isScreenLocked+True,20,3,s,,navigation,s_to_Family Café,4.0,1,20_3_4.0
37940,37940,2023-09-29 09:18:52.642,-710.8148,1.305,-1042.834,0,240.5952,0,,,20,3,s,,navigation,s_to_Family Café,4.0,1,20_3_4.0
37941,37941,2023-09-29 09:18:53.151,-712.1982,1.305,-1043.483,0,249.2649,0,,,20,3,s,,navigation,s_to_Family Café,4.0,1,20_3_4.0
37942,37942,2023-09-29 09:18:53.656,-713.6178,1.305,-1043.906,0,257.7647,0,,,20,3,s,,navigation,s_to_Family Café,4.0,1,20_3_4.0
37943,37943,2023-09-29 09:18:54.192,-714.2464,1.305,-1044.018,0,266.9453,0,,,20,3,s,,navigation,s_to_Family Café,4.0,1,20_3_4.0
37944,37944,2023-09-29 09:18:54.289,-714.2464,1.305,-1044.018,0,268.6454,0,,mapLog:isScreenLocked+False,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37945,37945,2023-09-29 09:18:54.719,-714.2464,1.305,-1044.018,0,275.9558,0,,,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37946,37946,2023-09-29 09:18:55.055,-714.2464,1.305,-1044.018,0,281.662,0,,mapLog:positionXYZ+-714.2464+100.0052+-1044.018,20,3,s,,navigation,s_to_Family Café,4.0,0,20_3_4.0
37947,37947,2023-09-29 09:18:55.105,-714.2464,1.305,-1044.018,0,282.4519,0,checkedIn:Family Café,,20,3,s,end,navigation,,4.0,0,20_3_4.0
45394,45394,2023-09-29 14:22:58.583,-750.694,1.155,-1138.652,0,211.1409,0,setNavigationTarget:Colonial Church,,22,2,s,start,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45395,45395,2023-09-29 14:22:58.584,-750.694,1.155,-1138.652,0,211.1409,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45396,45396,2023-09-29 14:22:58.606,-750.694,1.155,-1138.652,0,211.1409,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Colonial Church,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45397,45397,2023-09-29 14:22:58.630,-750.694,1.155,-1138.652,0,211.1409,0,,mapLog:positionXYZ+-749.9224+100+-1140.63,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45398,45398,2023-09-29 14:22:58.677,-750.694,1.155,-1138.652,0,211.1409,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45399,45399,2023-09-29 14:22:59.201,-750.694,1.155,-1138.652,0,211.1409,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45400,45400,2023-09-29 14:22:59.701,-750.7653,1.155,-1138.765,0,213.8739,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45401,45401,2023-09-29 14:23:00.215,-750.8306,1.155,-1138.856,0,221.9268,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45402,45402,2023-09-29 14:23:00.734,-750.9293,1.155,-1138.951,0,230.7032,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45403,45403,2023-09-29 14:23:01.240,-751.0368,1.155,-1139.026,0,239.1757,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45404,45404,2023-09-29 14:23:01.740,-751.226,1.155,-1139.118,0,247.8454,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45405,45405,2023-09-29 14:23:02.264,-751.5886,1.155,-1139.234,0,256.6852,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45406,45406,2023-09-29 14:23:02.782,-752.0971,1.155,-1139.313,0,265.2457,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45407,45407,2023-09-29 14:23:03.292,-752.8476,1.155,-1139.345,0,267.9452,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45408,45408,2023-09-29 14:23:03.796,-754.0485,1.155,-1139.388,0,267.9452,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45409,45409,2023-09-29 14:23:04.301,-755.562,1.155,-1139.444,0,267.9452,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45410,45410,2023-09-29 14:23:04.810,-757.0453,1.155,-1139.498,0,267.9452,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45411,45411,2023-09-29 14:23:05.314,-758.4672,1.162346,-1139.54,0,267.9452,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45412,45412,2023-09-29 14:23:05.836,-759.9366,1.183157,-1139.573,0,267.9452,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45413,45413,2023-09-29 14:23:06.361,-761.4186,1.205243,-1139.611,0,267.9452,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45414,45414,2023-09-29 14:23:06.863,-762.8167,1.224149,-1139.649,0,267.9452,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45415,45415,2023-09-29 14:23:07.366,-764.0112,1.236544,-1139.677,0,271.0051,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45416,45416,2023-09-29 14:23:07.893,-764.9431,1.20205,-1139.606,0,280.0157,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45417,45417,2023-09-29 14:23:08.409,-765.8033,1.155,-1139.392,0,288.6862,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45418,45418,2023-09-29 14:23:08.866,-766.5989,1.155,-1139.061,0,296.5066,0,,mapLog:isScreenLocked+True,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45419,45419,2023-09-29 14:23:08.927,-766.7029,1.155,-1139.008,0,297.5267,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45420,45420,2023-09-29 14:23:09.448,-767.5003,1.155,-1138.515,0,306.3674,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45421,45421,2023-09-29 14:23:09.954,-768.2276,1.155,-1137.888,0,315.038,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45422,45422,2023-09-29 14:23:10.462,-768.8911,1.155,-1137.115,0,323.7086,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45423,45423,2023-09-29 14:23:10.985,-769.4771,1.155,-1136.175,0,332.549,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45424,45424,2023-09-29 14:23:11.485,-769.9178,1.155,-1135.15,0,341.0497,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45425,45425,2023-09-29 14:23:12.019,-770.2164,1.155,-1134.004,0,349.833,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45426,45426,2023-09-29 14:23:12.536,-770.3422,1.155,-1132.999,0,354.9689,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45427,45427,2023-09-29 14:23:13.054,-770.4454,1.155,-1131.574,0,357.4701,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45428,45428,2023-09-29 14:23:13.567,-770.4697,1.155,-1130.729,0,359.0497,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45429,45429,2023-09-29 14:23:14.082,-770.4714,1.155,-1130.634,0,359.0497,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45430,45430,2023-09-29 14:23:14.599,-770.4822,1.155,-1129.111,0,0.5221331,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45431,45431,2023-09-29 14:23:15.126,-770.4349,1.155,-1127.52,0,3.011274,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45432,45432,2023-09-29 14:23:15.642,-770.3177,1.155,-1125.965,0,5.659811,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45433,45433,2023-09-29 14:23:16.178,-770.124,1.155,-1124.387,0,8.388657,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,1,22_2_4.0
45434,45434,2023-09-29 14:23:16.684,-769.8529,1.304533,-1122.916,0,11.06131,0,,mapLog:isScreenLocked+False,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45435,45435,2023-09-29 14:23:16.685,-769.8529,1.304533,-1122.916,0,11.06131,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45436,45436,2023-09-29 14:23:16.717,-769.8356,1.304994,-1122.827,0,11.218,0,,mapLog:positionXYZ+-770.952+100+-1124.265,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45437,45437,2023-09-29 14:23:17.185,-769.5317,1.305,-1121.451,0,13.73991,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45438,45438,2023-09-29 14:23:17.692,-769.1339,1.305,-1119.973,0,16.42449,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45439,45439,2023-09-29 14:23:18.193,-768.6778,1.305,-1118.545,0,19.02104,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45440,45440,2023-09-29 14:23:18.703,-768.1477,1.411844,-1117.145,0,21.55643,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45441,45441,2023-09-29 14:23:19.232,-767.531,1.411844,-1115.679,0,24.09119,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45442,45442,2023-09-29 14:23:19.741,-766.8971,1.411844,-1114.289,0,24.44657,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45443,45443,2023-09-29 14:23:20.250,-766.333,1.411844,-1112.9,0,18.49542,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45444,45444,2023-09-29 14:23:20.754,-765.9409,1.411844,-1111.422,0,12.35514,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45445,45445,2023-09-29 14:23:21.275,-765.6077,1.411844,-1109.898,0,12.35513,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45446,45446,2023-09-29 14:23:21.777,-765.2872,1.411844,-1108.433,0,12.35513,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45447,45447,2023-09-29 14:23:22.289,-765.1018,1.411844,-1107.586,0,12.35513,0,,,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45448,45448,2023-09-29 14:23:22.729,-765.1018,1.411844,-1107.586,0,12.35513,0,,mapLog:positionXYZ+-765.1018+100+-1107.586,22,2,s,,navigation,s_to_Colonial Church,4.0,0,22_2_4.0
45449,45449,2023-09-29 14:23:22.803,-765.1018,1.411844,-1107.586,0,12.35513,0,checkedIn:Colonial Church,,22,2,s,end,navigation,,4.0,0,22_2_4.0
56587,56587,2023-10-03 16:19:14.483,-114.1369,1.305,-1019.085,0,273.2321,0,setNavigationTarget:Uncle Sammy,,25,1,e,start,navigation,e_to_Uncle Sammy,4.0,0,25_1_4.0
56588,56588,2023-10-03 16:19:14.484,-114.1369,1.305,-1019.085,0,273.2321,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,25,1,e,,navigation,e_to_Uncle Sammy,4.0,0,25_1_4.0
56589,56589,2023-10-03 16:19:14.515,-114.1369,1.305,-1019.085,0,273.2321,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Uncle Sammy,25,1,e,,navigation,e_to_Uncle Sammy,4.0,0,25_1_4.0
56590,56590,2023-10-03 16:19:14.546,-114.1368,1.305,-1019.086,0,273.2321,0,,mapLog:positionXYZ+-114.5131+100+-1019.234,25,1,e,,navigation,e_to_Uncle Sammy,4.0,0,25_1_4.0
56591,56591,2023-10-03 16:19:14.858,-114.1366,1.305,-1019.089,0,273.2321,0,,,25,1,e,,navigation,e_to_Uncle Sammy,4.0,0,25_1_4.0
56592,56592,2023-10-03 16:19:15.359,-114.1361,1.305,-1019.095,0,273.2321,0,,,25,1,e,,navigation,e_to_Uncle Sammy,4.0,0,25_1_4.0
56593,56593,2023-10-03 16:19:15.891,-114.1357,1.305,-1019.102,0,266.6652,0,,,25,1,e,,navigation,e_to_Uncle Sammy,4.0,0,25_1_4.0
56594,56594,2023-10-03 16:19:16.400,-114.1352,1.305,-1019.108,0,257.996,0,,,25,1,e,,navigation,e_to_Uncle Sammy,4.0,0,25_1_4.0
