,Unnamed: 0.1,Unnamed: 0,DateTime,posX,posY,posZ,rotX,rotY,rotZ,taskState,mapInteractions,participant,scenario,start_point,state,phase,routename,taskId,planning_distance,navigation_distance,navigating_distance,cumulativeDistance
137406,198824,198824,2023-10-26 16:40:36.224,-994.6683,1.410863,-766.0641,0,18.82646,0,,mapLog:isScreenLocked+False,59,1,w,,navigation,w_to_Sofa Sugar,3.0,0.0,0.0,0.3882397455181137,192.68052587941423
137430,198848,198848,2023-10-26 16:40:47.043,-999.1219,1.41103,-742.9871,0,17.48445,0,,mapLog:isScreenLocked+False,59,1,w,,navigation,w_to_Sofa Sugar,3.0,0.0,0.0,0.5935014237556129,216.34433342300423
137465,198883,198883,2023-10-26 16:41:03.146,-976.9327,1.306,-718.678,0,29.84573,0,,mapLog:isScreenLocked+False,59,1,w,,navigation,w_to_Sofa Sugar,3.0,0.0,0.0,0.7198508248241953,253.37609099784848
137498,198947,198947,2023-10-26 16:41:26.264,-962.0811,1.304999,-722.8551,0,180.0966,0,,mapLog:isScreenLocked+False,59,1,w,,navigation,w_to_Azteca Mexican Grill,4.0,0.0,0.0,0.4148391616036412,19.284942477314537
137524,198973,198973,2023-10-26 16:41:37.619,-978.0108,1.464853,-732.0033,0,271.2785,0,,mapLog:isScreenLocked+False,59,1,w,,navigation,w_to_Azteca Mexican Grill,4.0,0.0,0.0,0.3597202385187706,47.88584982046628
137549,198998,198998,2023-10-26 16:41:49.042,-999.12,1.582204,-738.9417,0,186.5162,0,,mapLog:isScreenLocked+False,59,1,w,,navigation,w_to_Azteca Mexican Grill,4.0,0.0,0.0,0.0614081427825816,70.3859031588044
137599,199048,199048,2023-10-26 16:42:13.077,-1003.89,1.306,-729.0699,0,279.472,0,,mapLog:isScreenLocked+False,59,1,w,,navigation,w_to_Azteca Mexican Grill,4.0,0.0,0.0,1.5000112132914536,87.86507808856402
137635,199084,199084,2023-10-26 16:42:29.486,-1049.187,1.155,-738.0719,0,230.48,0,,mapLog:isScreenLocked+False,59,1,w,,navigation,w_to_Azteca Mexican Grill,4.0,0.0,0.0,0.4201040823413832,135.31784890374223
137688,199268,199268,2023-10-26 16:25:33.968,-573.1237,1.305,-518.472,0,127.3286,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_The Buttercup,1.0,0.0,0.0,0.2001609602295622,11.93611847497248
137715,199295,199295,2023-10-26 16:25:46.451,-576.6181,1.305,-544.0442,0,245.5811,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_The Buttercup,1.0,0.0,0.0,0.7750990194808027,41.44580449518725
137744,199324,199324,2023-10-26 16:25:59.887,-592.5974,1.155,-555.0601,0,180.822,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_The Buttercup,1.0,0.0,0.0,0.8113164918821613,64.02808789998548
137769,199349,199349,2023-10-26 16:26:11.531,-587.0327,1.305,-583.3271,0,159.9626,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_The Buttercup,1.0,0.0,0.0,1.246750115299737,92.89431651966056
137793,199373,199373,2023-10-26 16:26:22.521,-566.9026,1.304999,-598.02,0,120.0674,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_The Buttercup,1.0,0.0,0.0,1.022677040907773,119.129046712288
137886,199466,199466,2023-10-26 16:27:08.767,-493.377,1.305,-648.9878,0,113.5186,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_The Buttercup,1.0,0.0,0.0,0.5741153978077541,222.2823708795148
137927,199530,199530,2023-10-26 16:27:31.882,-495.2958,1.155,-635.9573,0,321.2195,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Star Moon Hotel,2.0,0.0,0.0,0.0712777665193752,20.810630795472907
137952,199555,199555,2023-10-26 16:27:43.223,-516.9399,1.411844,-616.8204,0,288.1295,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Star Moon Hotel,2.0,0.0,0.0,0.0782989144241223,50.23819492034839
137975,199578,199578,2023-10-26 16:27:53.779,-543.4233,1.411844,-613.2068,0,269.0332,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Star Moon Hotel,2.0,0.0,0.0,0.6892909980552766,77.14117132765763
138011,199686,199686,2023-10-26 16:28:26.459,-553.8367,1.155,-631.8099,0,183.9086,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,1.048574847113953,24.09872378707492
138036,199711,199711,2023-10-26 16:28:37.563,-553.2249,1.305,-664.5374,0,177.3964,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,0.1803774930527743,56.86494584737859
138064,199739,199739,2023-10-26 16:28:50.556,-551.2603,1.306,-699.2472,0,166.0713,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,0.7955529397846958,91.6789156693264
138089,199764,199764,2023-10-26 16:29:01.636,-531.3481,1.305,-718.8794,0,107.2458,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,0.1717563681497652,120.5984573505526
138113,199788,199788,2023-10-26 16:29:12.601,-500.4374,1.305,-720.5344,0,90.88652,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,1.0789435573745287,151.62010570372038
138162,199884,199884,2023-10-26 16:29:48.805,-444.8542,1.305,-721.4495,0,94.42601,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Cat Statue,4.0,0.0,0.0,0.2764218696123704,32.65090820496483
138194,199916,199916,2023-10-26 16:30:03.618,-434.4891,1.305,-747.1294,0,237.0531,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Cat Statue,4.0,0.0,0.0,0.0,71.04297532525776
138218,199940,199940,2023-10-26 16:30:14.794,-441.7255,1.304999,-767.0088,0,184.3707,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Cat Statue,4.0,0.0,0.0,1.1533005939476522,92.93121212753528
138243,199965,199965,2023-10-26 16:30:26.016,-441.4802,1.304999,-787.7849,0,164.7346,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Cat Statue,4.0,0.0,0.0,0.6808411855932099,114.048801449314
138283,200005,200005,2023-10-26 16:30:44.800,-438.0602,1.155,-826.0922,0,170.1825,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Cat Statue,4.0,0.0,0.0,0.4986939041136242,152.97497172790557
138314,200036,200036,2023-10-26 16:30:59.012,-423.5239,1.304981,-847.2292,0,121.1607,0,,mapLog:isScreenLocked+False,59,2,n,,navigation,n_to_Cat Statue,4.0,0.0,0.0,0.1279017200822372,179.79979864580935
138356,200235,200235,2023-10-26 15:54:29.539,58.30379,1.304999,-946.6144,0,293.7355,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,0.5803037649369429,4.842242222253755
138402,200281,200281,2023-10-26 15:54:48.724,20.54961,1.304999,-943.5458,0,271.8978,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,1.3758858326183876,43.91743150592868
138435,200314,200314,2023-10-26 15:55:04.431,-25.30641,1.304999,-942.6307,0,271.8978,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,0.5646559660536643,89.9458877669964
138481,200360,200360,2023-10-26 15:55:25.673,-38.87898,1.304999,-959.9275,0,168.8584,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,0.7253283488187019,125.34651122534255
138518,200397,200397,2023-10-26 15:55:43.082,-35.04709,1.305,-994.5245,0,170.784,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,0.196378711677218,160.84562276804746
138559,200438,200438,2023-10-26 15:56:01.660,-49.90943,1.304998,-1038.716,0,228.8662,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,1.0804799622852574,208.64968628478044
138692,200571,200571,2023-10-26 15:56:46.458,-136.2475,1.155,-1040.447,0,261.8531,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,1.0398009424885175,300.16026377835885
138735,200614,200614,2023-10-26 15:57:03.748,-165.8799,1.304999,-1041.466,0,310.1341,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,0.1799209826563264,331.3799558993757
138785,200664,200664,2023-10-26 15:57:22.055,-186.5343,1.415837,-1011.527,0,298.0838,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,1.1078671445620107,372.122720295172
138831,200710,200710,2023-10-26 15:57:41.879,-201.6901,1.410842,-1014.179,0,228.0029,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,0.2053661121022565,394.1236352491929
138879,200758,200758,2023-10-26 15:58:04.728,-239.9746,1.304999,-1007.868,0,343.2906,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,0.9770709339653616,439.3285908267215
138942,200821,200821,2023-10-26 15:58:34.230,-238.628,1.304999,-946.9149,0,359.1035,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Chinese Town,1.0,0.0,0.0,0.6549572963178307,505.3575049168679
139007,200966,200966,2023-10-26 15:59:25.195,-258.8026,1.304999,-909.2458,0,275.974,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Kiosk,2.0,0.0,0.0,0.8537520307442563,42.53187017031231
139031,200990,200990,2023-10-26 15:59:36.172,-263.674,1.357475,-890.7717,0,5.4705,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Kiosk,2.0,0.0,0.0,0.5680002200703249,63.55195394569316
139068,201027,201027,2023-10-26 15:59:54.126,-261.6483,1.304999,-839.1758,0,358.5904,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Kiosk,2.0,0.0,0.0,0.8974896545364728,115.65360313846408
139119,201193,201193,2023-10-26 16:00:46.282,-261.515,1.305,-784.379,0,358.6109,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Migros,3.0,0.0,0.0,0.2692884141584549,29.41495320554787
139165,201239,201239,2023-10-26 16:01:08.771,-244.862,1.155,-744.0131,0,77.18887,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Migros,3.0,0.0,0.0,0.3349363223062073,81.60682107550653
139188,201262,201262,2023-10-26 16:01:19.681,-225.8217,0.9453456,-725.799,0,354.7492,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Migros,3.0,0.0,0.0,1.4333544746503166,110.86225642316847
139213,201287,201287,2023-10-26 16:01:31.302,-239.4654,1.304999,-717.1161,0,310.7234,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Migros,3.0,0.0,0.0,0.5328408111247307,129.64998954033328
139242,201316,201316,2023-10-26 16:01:44.484,-238.7599,1.304999,-690.8439,0,12.94706,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Migros,3.0,0.0,0.0,0.2255043236836858,157.08210959845115
139319,201393,201393,2023-10-26 16:02:23.149,-235.4731,1.758412,-637.6248,0,91.39941,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Migros,3.0,0.0,0.0,0.0143694119573677,214.1051445012401
139390,201549,201549,2023-10-26 16:03:16.590,-235.5936,1.715715,-642.7986,0,226.3491,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Coffee Cake,4.0,0.0,0.0,0.0119632771429343,14.911920443975786
139430,201589,201589,2023-10-26 16:03:36.332,-238.2796,1.305,-670.4125,0,161.0865,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Coffee Cake,4.0,0.0,0.0,0.6354565288042662,48.89380827057012
139531,201690,201690,2023-10-26 16:04:28.442,-236.8209,1.305,-707.0914,0,12.93367,0,,mapLog:isScreenLocked+False,59,3,e,,navigation,e_to_Coffee Cake,4.0,0.0,0.0,0.0010000000000047,127.98148533586917
139577,201871,201871,2023-10-26 16:12:46.347,-602.7037,1.213177,-1239.635,0,342.8994,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Green Hotel,1.0,0.0,0.0,0.1804884760864569,7.232558755756597
139608,201902,201902,2023-10-26 16:13:01.163,-612.7113,1.304998,-1218.848,0,293.5587,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Green Hotel,1.0,0.0,0.0,0.5596000000000458,31.78585733489399
139651,201945,201945,2023-10-26 16:13:22.212,-648.4874,1.155,-1224.553,0,257.5087,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Green Hotel,1.0,0.0,0.0,0.4675395705178629,69.76623696727349
139675,201969,201969,2023-10-26 16:13:33.581,-666.1602,1.305694,-1216.392,0,348.2688,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Green Hotel,1.0,0.0,0.0,0.3049294344598446,91.79709279465506
139699,201993,201993,2023-10-26 16:13:45.162,-659.2449,1.305,-1212.1,0,29.45283,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Green Hotel,1.0,0.0,0.0,1.004667751050093,102.59061952467728
139745,202092,202092,2023-10-26 16:14:19.672,-663.8882,1.304998,-1183.418,0,37.83421,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Venice Café,2.0,0.0,0.0,0.634411254629182,15.405244289215512
139783,202130,202130,2023-10-26 16:14:38.063,-661.088,1.305,-1151.276,0,3.88498,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Venice Café,2.0,0.0,0.0,0.1423587369990054,49.73407742173285
139806,202153,202153,2023-10-26 16:14:49.408,-680.6972,1.304999,-1144.256,0,264.1321,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Venice Café,2.0,0.0,0.0,1.409653578011235,74.5634781305085
139832,202179,202179,2023-10-26 16:15:01.101,-701.3165,1.305,-1142.699,0,296.5468,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Venice Café,2.0,0.0,0.0,0.6096710260460174,97.43779740735764
139856,202203,202203,2023-10-26 16:15:12.487,-729.3134,1.305,-1145.144,0,266.8643,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Venice Café,2.0,0.0,0.0,1.4892820955077608,125.96622177172829
139881,202228,202228,2023-10-26 16:15:23.999,-754.7468,1.155,-1138.736,0,294.8386,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Venice Café,2.0,0.0,0.0,1.4283668611389324,153.43362423264304
139920,202267,202267,2023-10-26 16:15:42.876,-788.6499,1.305,-1147.438,0,259.6274,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Venice Café,2.0,0.0,0.0,1.1103173240114936,192.4811529144405
140022,202397,202397,2023-10-26 16:16:26.848,-835.5032,1.155,-1138.277,0,294.3455,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Colonial Church,3.0,0.0,0.0,0.1547315093960864,23.444582261906017
140083,202458,202458,2023-10-26 16:16:49.145,-816.5206,1.304998,-1116.943,0,83.96854,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Colonial Church,3.0,0.0,0.0,0.5528000000000475,69.06165388294912
140112,202487,202487,2023-10-26 16:17:01.945,-788.3259,1.305,-1120.167,0,99.16671,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Colonial Church,3.0,0.0,0.0,1.0470042788832947,98.11103204772267
140137,202512,202512,2023-10-26 16:17:13.292,-765.5143,1.411844,-1107.916,0,19.17934,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Colonial Church,3.0,0.0,0.0,0.3113555042070868,128.29847460056587
140234,202722,202722,2023-10-26 16:18:19.771,-761.943,1.305,-1084.849,0,16.49264,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Migros,4.0,0.0,0.0,0.5994205535349301,24.304898351456277
140281,202769,202769,2023-10-26 16:18:40.615,-771.1356,1.155,-1030.57,0,5.681368,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Migros,4.0,0.0,0.0,0.7826597983798552,81.67582091669954
140306,202794,202794,2023-10-26 16:18:52.004,-747.9115,1.305,-1021.49,0,94.19926,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Migros,4.0,0.0,0.0,0.6897147308850647,109.90634881195656
140331,202819,202819,2023-10-26 16:19:03.734,-714.9005,1.305,-1024.3,0,88.3734,0,,mapLog:isScreenLocked+False,59,4,s,,navigation,s_to_Migros,4.0,0.0,0.0,0.9471186250940632,143.40111227777206
140398,203398,203398,2023-10-27 09:14:28.180,-650.6915,1.305,-1025.352,0,271.3493,0,,mapLog:isScreenLocked+False,60,1,s,,navigation,s_to_Church,2.0,0.0,0.0,0.0,15.842444797657569
140550,203550,203550,2023-10-27 09:15:44.120,-703.5925,1.305,-977.142,0,28.77667,0,,mapLog:isScreenLocked+False,60,1,s,,navigation,s_to_Church,2.0,0.0,0.0,0.4027680722201894,153.4704059426602
140620,203686,203686,2023-10-27 09:16:33.975,-640.6927,1.305,-947.927,0,87.35831,0,,mapLog:isScreenLocked+False,60,1,s,,navigation,s_to_Cool Beans,3.0,0.0,0.0,0.5099099920574479,64.47646616521882
140703,203769,203769,2023-10-27 09:17:15.261,-611.2305,1.305,-847.8311,0,342.593,0,,mapLog:isScreenLocked+False,60,1,s,,navigation,s_to_Cool Beans,3.0,0.0,0.0,0.959725903578702,181.33920241142684
140813,204116,204116,2023-10-27 09:33:36.858,-1203.591,1.302793,-945.1539,0,89.06735,0,,mapLog:isScreenLocked+False,60,2,w,,navigation,w_to_Cosmic Coffee,1.0,0.0,0.0,1.261166622615937,58.40676587296573
140950,204253,204253,2023-10-27 09:34:45.391,-1092.257,1.305,-1044.637,0,72.561,0,,mapLog:isScreenLocked+False,60,2,w,,navigation,w_to_Cosmic Coffee,1.0,0.0,0.0,0.119251834367498,253.02267023860875
141114,204417,204417,2023-10-27 09:36:08.522,-932.106,1.411844,-946.7404,0,57.00217,0,,mapLog:isScreenLocked+False,60,2,w,,navigation,w_to_Cosmic Coffee,1.0,0.0,0.0,1.168428628543483,493.2992647104693
141216,204519,204519,2023-10-27 09:36:59.481,-843.2153,1.305,-859.631,0,56.86325,0,,mapLog:isScreenLocked+False,60,2,w,,navigation,w_to_Cosmic Coffee,1.0,0.0,0.0,0.749682206004689,645.8850548554298
141312,204643,204643,2023-10-27 09:37:53.156,-760.4316,1.305,-806.5757,0,356.6073,0,,mapLog:isScreenLocked+False,60,2,w,,navigation,w_to_The Fenwick Hotel,2.0,0.0,0.0,0.8257610429173716,121.43525064155592
141440,204802,204802,2023-10-27 09:39:02.963,-850.752,1.304999,-735.3464,0,304.4133,0,,mapLog:isScreenLocked+False,60,2,w,,navigation,w_to_Kiosk,3.0,0.0,0.0,0.6899676804024444,148.77788195472726
141476,204863,204863,2023-10-27 09:39:24.177,-837.3325,1.305,-716.1581,0,32.79285,0,,mapLog:isScreenLocked+False,60,2,w,,navigation,w_to_Factory museum,4.0,0.0,0.0,1.408172833852498,24.325924299796725
141533,205147,205147,2023-10-27 09:24:18.907,-598.6303,1.441515,-647.7643,0,197.1717,0,,mapLog:isScreenLocked+False,60,3,n,,navigation,n_to_Tower Mage,1.0,0.0,0.0,1.0221657253108116,71.74583682099544
141666,205614,205614,2023-10-27 09:27:49.154,-429.6277,1.304998,-821.4731,0,104.2899,0,,mapLog:isScreenLocked+False,60,3,n,,navigation,n_to_Migros,3.0,0.0,0.0,0.4478928889812851,111.41785980672292
141709,205657,205657,2023-10-27 09:28:09.742,-372.374,1.305,-817.2296,0,84.14738,0,,mapLog:isScreenLocked+False,60,3,n,,navigation,n_to_Migros,3.0,0.0,0.0,0.7654741406474369,170.33027435903486
141764,205743,205743,2023-10-27 09:28:42.956,-358.4522,1.305,-855.7791,0,165.7078,0,,mapLog:isScreenLocked+False,60,3,n,,navigation,n_to_Cupcake Café,4.0,0.0,0.0,0.5292892309502546,42.5140180922555
141828,205980,205980,2023-10-27 08:53:16.593,62.04077,1.304999,-918.6805,0,359.601,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,1.176670308497625,34.475986503642446
141852,206004,206004,2023-10-27 08:53:28.033,62.24721,1.305013,-897.8221,0,1.279367,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,0.4588246292430732,55.97713990442351
141907,206059,206059,2023-10-27 08:53:55.664,65.3224,1.305,-825.8151,0,0.8413279,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,0.1794195711175213,129.33165358458857
141931,206083,206083,2023-10-27 08:54:07.138,65.30995,1.305,-791.4816,0,359.1548,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,1.5253669869576056,163.6687411517519
141974,206126,206126,2023-10-27 08:54:27.636,62.735,1.304998,-730.641,0,356.628,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,0.4812783182317755,224.77762855830915
142036,206188,206188,2023-10-27 08:54:58.771,58.22995,1.304999,-638.2485,0,328.9245,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,1.5313156270344352,318.1150515619189
142060,206212,206212,2023-10-27 08:55:09.842,31.50443,1.304999,-621.4333,0,277.3166,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,0.8091008048444865,351.28396325912706
142085,206237,206237,2023-10-27 08:55:21.489,-0.9102936,1.304999,-619.2172,0,269.1927,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,0.5693778103298383,384.1236765378617
142132,206284,206284,2023-10-27 08:55:44.979,-39.20303,1.304999,-660.1431,0,181.5732,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,0.989046552190537,452.5442514655389
142176,206328,206328,2023-10-27 08:56:06.634,-50.49783,1.155,-715.1124,0,263.1455,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,1.5888113706793443,515.7077718412677
142241,206393,206393,2023-10-27 08:56:39.786,-113.8486,-0.2285156,-744.7616,0,267.6985,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Hidden Hotel,1.0,0.0,0.0,1.636384517770815,605.24915921838
142330,206531,206531,2023-10-27 08:57:39.960,-172.7475,-0.3511645,-744.2449,0,278.9987,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Coffee Cake,2.0,0.0,0.0,0.1903432951275251,62.13883739779381
142406,206607,206607,2023-10-27 08:58:18.985,-237.0708,1.305,-706.1755,0,7.384937,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Coffee Cake,2.0,0.0,0.0,0.906142648814156,158.1865538150797
142547,206950,206950,2023-10-27 09:00:18.486,-237.3247,1.305,-809.8005,0,184.3894,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.5045096629402099,107.1524655785865
142589,206992,206992,2023-10-27 09:00:38.205,-236.5898,1.304999,-843.864,0,192.4042,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.6766007537684738,143.46460732904265
142613,207016,207016,2023-10-27 09:00:49.244,-236.6108,1.305,-870.0929,0,177.2578,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,1.0876011079435584,170.09816441586344
142658,207061,207061,2023-10-27 09:01:11.897,-263.7152,1.369843,-883.061,0,278.1694,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.9759392860213852,209.59036349977103
142695,207098,207098,2023-10-27 09:01:29.640,-299.3631,1.39925,-881.8601,0,238.0596,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.0,245.3913529974603
142779,207182,207182,2023-10-27 09:02:11.662,-334.4501,1.411844,-897.6866,0,196.1163,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.09082400563734,293.6027622359968
142840,207243,207243,2023-10-27 09:02:42.529,-338.6754,1.305001,-952.8839,0,174.3613,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.1025468185756833,352.0077328149352
142866,207269,207269,2023-10-27 09:02:54.780,-339.1789,1.305,-982.2823,0,177.6312,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.8174990397547309,382.1372587995156
142896,207299,207299,2023-10-27 09:03:08.855,-337.8226,1.305,-1016.735,0,175.2232,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.5699826751752876,417.5521719216373
142964,207367,207367,2023-10-27 09:03:43.687,-385.1153,1.305,-1046.204,0,272.3379,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.3335650461303595,483.6226571809544
143017,207420,207420,2023-10-27 09:04:10.373,-449.1267,1.155,-1048.744,0,266.0755,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.7218649735234747,548.3870665074077
143053,207456,207456,2023-10-27 09:04:27.497,-477.4592,1.295,-1046.241,0,272.9172,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Medieval Town Museum,3.0,0.0,0.0,0.1189269103273509,577.3097405987248
143085,207541,207541,2023-10-27 09:04:59.438,-476.2015,1.305,-1045.268,0,81.19141,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Coop,4.0,0.0,0.0,0.0,4.638624906669136
143225,207681,207681,2023-10-27 09:06:11.802,-359.3715,1.305,-1046.171,0,91.69402,0,,mapLog:isScreenLocked+False,60,4,e,,navigation,e_to_Coop,4.0,0.0,0.0,0.607138048552384,124.6640349966001
143265,207871,207871,2023-10-27 14:15:22.701,-536.9854,1.305,-521.3079,0,88.16489,0,,mapLog:isScreenLocked+False,61,1,n,,navigation,n_to_Migros,1.0,0.0,0.0,1.1694175644310345,43.41936706009823
143311,208030,208030,2023-10-27 14:16:17.631,-487.8631,1.304999,-522.2874,0,92.13323,0,,mapLog:isScreenLocked+False,61,1,n,,navigation,n_to_Cat Statue,2.0,0.0,0.0,0.1727205836024977,29.016320298286136
143361,208080,208080,2023-10-27 14:16:41.633,-426.4324,1.305,-542.0851,0,130.4809,0,,mapLog:isScreenLocked+False,61,1,n,,navigation,n_to_Cat Statue,2.0,0.0,0.0,0.4497975099975401,100.59342074415962
143436,208155,208155,2023-10-27 14:17:17.372,-363.3326,1.305,-585.645,0,182.7074,0,,mapLog:isScreenLocked+False,61,1,n,,navigation,n_to_Cat Statue,2.0,0.0,0.0,0.300040963869965,207.6223200542653
143490,208209,208209,2023-10-27 14:17:40.445,-363.6401,1.345186,-654.7759,0,180.1037,0,,mapLog:isScreenLocked+False,61,1,n,,navigation,n_to_Cat Statue,2.0,0.0,0.0,0.9910020181614017,276.7564207020171
