"","id","scenario_id","t_id","p_desc","p_id","task_phase_time","task_deactive_time_map","task_perc_inactive","task_perc_active"
"493","26","4",3,"navigating",8,10.1060001850128,0,0,1
"494","26","4",3,"navigating",10,101.18799996376,25.9479999542236,0.256433568837379,0.743566431162621
"495","26","4",3,"planning",7,21.811999797821,0,0,1
"496","26","4",3,"planning",9,4.03400015830994,0,0,1
"497","26","4",4,"navigating",13,90.9849998950958,16.8809998035431,0.185536075430088,0.814463924569912
"498","26","4",4,"planning",12,20.4019999504089,0,0,1
"499","27","1",1,"navigating",3,44.2659997940063,24.0820000171661,0.544029280468818,0.455970719531182
"500","27","1",1,"planning",1,5.28299999237061,0,0,1
"501","27","1",2,"navigating",6,2.37400007247925,0,0,1
"502","27","1",2,"planning",5,83.9909999370575,41.3420000076294,0.492219404919705,0.507780595080295
"503","27","1",3,"navigating",11,91.5909998416901,79.6410000324249,0.869528667337183,0.130471332662817
"504","27","1",3,"planning",8,30.808000087738,0,0,1
"505","27","1",4,"navigating",14,38.0320000648499,27.8699998855591,0.732803950305975,0.267196049694025
"506","27","1",4,"planning",13,15.0499999523163,1.40899991989136,0.0936212574322636,0.906378742567736
"507","27","2",1,"navigating",2,101.697000026703,80.183000087738,0.78845000409731,0.21154999590269
"508","27","2",1,"planning",1,4.43900012969971,0,0,1
"509","27","2",2,"navigating",5,26.4390001296997,14.2020001411438,0.537161014844517,0.462838985155483
