"id","scenario_id","planning_time","navigating_time"
35,1,26.3500003814697,204.582000017166
35,2,42.3880000114441,188.966000080109
35,3,58.0360000133514,252.878999948501
35,4,14.6970002651214,426.526000022888
36,1,78.9609999656677,266.836000204086
36,2,44.5890002250671,249.886999845505
36,3,61.4939999580383,247.27599978447
36,4,73.5700001716614,374.381999731064
37,1,141.993999958038,588.195999860763
37,2,76.6349997520446,477.141000032426
37,3,60.6189997196198,850.457000017165
37,4,64.6379997730256,400.345000267028
38,1,48.4360001087188,446.047999858857
38,2,71.9389998912811,462.130000114441
38,3,89.0859999656676,739.292999982835
38,4,73.5360000133515,641.371000051498
39,1,31.4880001544953,258.472999811172
39,2,21.9560000896454,336.004000186921
39,3,60.8030002117157,348.037999868393
39,4,35.739000082016,481.78700017929
40,1,62.1779999732971,284.859000205994
40,2,15.9959995746612,358.663999795914
40,3,39.66100025177,277.328000307083
40,4,44.0459997653961,257.550999879837
41,1,86.8890001773834,346.545000314712
41,2,86.7040002346039,276.811000108719
41,3,82.6500000953675,341.823999881744
41,4,89.6569995880127,422.648999929428
42,1,36.180999994278,202.643000125885
42,2,29.0579998493194,245.084999799728
42,3,32.3840003013611,212.953000068665
42,4,20.6989998817444,367.554999828339
43,1,78.0150003433227,352.029999732971
43,2,86.6089999675751,243.175999879837
43,3,90.8420004844666,359.067999839782
43,4,67.5940003395081,251.290999889374
44,1,81.7620000839234,227.447000026703
44,2,59.968999862671,298.848999977112
44,3,69.8310000896454,329.327000141144
44,4,64.473000049591,308.59500002861
45,1,29.6929998397827,283.868000030517
45,2,246.189999818802,93.6460001468658
45,3,248.940999984741,165.216000318527
45,4,59.6930003166199,288.873999595642
46,1,24.1379997730255,221.134000301361
46,2,28.2000000476837,324.819000005722
46,3,23.864000082016,269.435999631882
46,4,22.3789999485016,566.921000003814
47,1,18.8649997711182,268.180999994278
47,2,15.0119998455048,249.78600025177
47,3,72.2209997177124,275.964000463486
47,4,24.003999710083,209.694999933243
48,1,49.6879999637603,287.140000343322
48,2,60.5090000629425,454.616999864578
48,3,47.0230000019073,272.680999755859
48,4,35.0729999542236,289.683000326156
49,1,77.7549998760224,297.542999982834
49,2,28.8109998703003,342.4390001297
49,3,46.8030004501343,357.422000169754
49,4,121.538999795914,181.719000339508
50,1,24.6760001182556,294.787000179291
50,2,63.1410000324249,376.968000411988
50,3,51.569000005722,286.529000043869
50,4,62.6409997940063,201.720999956131
51,1,39.962000131607,291.643999814987
51,2,107.27999997139,505.223999977112
51,3,66.3870000839234,690.692999839782
51,4,54.2660000324249,302.833999872207
52,1,79.1530001163482,334.569999933243
52,2,62.5239999294281,316.297000169754
52,3,49.1420001983642,233.27999997139
52,4,71.217000246048,428.06700015068
53,1,37.4859998226166,372.250000238418
53,2,43.3829998970033,325.325000047684
53,3,31.1289999485016,382.346999883652
53,4,25.4730000495911,369.850999593735
54,1,60.8339998722076,237.266999959946
54,2,66.4830000400544,327.259000062943
54,3,38.9979999065399,380.983000040054
54,4,37.2760000228882,281.703999996185
55,1,40.1010000705719,278.756000041962
55,2,42.7849996089935,350.212000370026
55,3,98.1710000038146,327.824999809265
55,4,68.0699999332428,573.259000062942
56,1,49.8879997730256,296.773000240326
56,2,25.4429998397827,233.700999498367
56,3,34.7070000171661,238.454999923706
56,4,48.2579998970033,234.900000095367
57,1,73.3059999942779,301.649999618531
57,2,42.4539997577668,277.876000165939
57,3,21.8259999752044,346.541000127792
57,4,26.8469998836517,636.084000110626
58,1,16.2459995746613,263.230999708176
58,2,19.183000087738,226.643000125885
58,3,30.7459998130798,255.018000364304
58,4,30.9769999980927,360.853999853134
59,1,46.2360000610352,336.473999977111
59,2,37.177000284195,298.971999883652
59,3,71.6169998645782,532.261000394822
59,4,48.9850001335144,343.876999616623
60,1,212.106999635697,182.651000261307
60,2,27.6059999465943,355.279000043869
60,3,197.084999799728,136.464000225067
60,4,84.3600001335144,711.882000446319
61,1,62.4029998779297,279.730999946594
61,2,32.9129998683929,327.180999994278
61,3,51.5609998703002,271.193000078201
61,4,31.7059998512268,339.033999681472
62,1,57.508999824524,315.488999843598
62,2,103.457999706268,346.483000040054
62,3,121.697000265121,460.557000160217
62,4,47.1979999542236,610.604000091552
63,1,46.5579996109008,293.664999961853
63,2,78.5939998626709,303.465000152588
63,3,50.9130001068115,289.019000053406
63,4,43.6419999599457,287.157000303268
